acude_Banabuiú,acude_Castanhão,acude_Orós,water_level,precipitation,temperature_mean,volume,radiation,winv,depth,runoff,temperature_bottom,temperature_2m,month,year,chla
0,1,0,101.45,39.0031814035904,27.6000003814697,4943337984,16871461,-1.88988129297892,4.62938947147793,1.57587069035496e-05,300.914364284939,302.147698296441,5,2010,16.35
0,1,0,101.21,30.7327875281794,26.1000003814697,4859381760,15448093.1111111,-1.79484423001607,6.36354552374946,2.18321484627874e-05,299.092207166884,300.8794793023,6,2010,13
0,1,0,100.97,2.78610013653869,27,4775662592,16217416.1111111,-2.69321237670051,7.03428467114766,9.1842283893584e-06,297.804857042101,301.411709255642,7,2010,14.22
0,1,0,100.67,0.00550208146478089,27.8999996185303,4673085952,18901366.4444444,-3.00511442290412,7.03157178560893,6.60933322857697e-06,297.061974419488,301.644741482205,8,2010,14.54
0,1,0,100.31,0.090410984145932,28.8000011444092,4551502848,21212350,-3.54916628201803,7.02953717443678,5.52012205882117e-06,297.51697116428,302.24900648329,9,2010,15.455
0,1,0,99.94,73.0956404527521,29.6000003814697,4428410880,20011500.2222222,-2.91549187236362,6.05699933899774,0.000305497591127732,299.201215955946,301.731614854601,10,2010,16.95
0,1,0,99.65,2.35904734706718,29.7000007629395,4333870592,21128501.3333333,-3.28915392027961,5.14321030510796,4.30020556488368e-06,299.4359503852,302.229434543186,11,2010,17.38
0,1,0,99.3,103.638078561789,29.5,4221367040,17138304.2222222,-2.60246184137132,5.11548890007867,5.03520536358337e-05,299.46543375651,301.098839653863,12,2010,16.585
0,1,0,99.11,211.925586242673,28.2000007629395,4160942336,15715215.2222222,-1.77944654888577,4.21645079718696,0.000902237178809931,299.663852267795,299.97108968099,1,2011,16.56
0,1,0,99.29,214.215929427602,27.8999996185303,4218185984,16994443.1111111,-1.61526083946228,3.94737508561876,0.000964540057184422,299.882785373264,299.426893446181,2,2011,27.91
0,1,0,100.34,131.369854558435,27.8000011444092,4561522176,17538903.6666667,-1.46483719348907,4.04147532251146,0.00029402166269089,300.328531901042,299.245178222656,3,2011,25.01
0,1,0,100.81,176.06860387901,27,4720954368,15010202.4444444,-1.35304882791307,4.14091624153985,0.000290976229410565,300.165384928385,299.143676757812,4,2011,21.91
0,1,0,101.16,146.448637496853,26.7000007629395,4841892352,13779821.3333333,-1.5131735669242,5.21043687396579,0.000334766874296596,299.4248046875,299.095960828993,5,2011,12.78
0,1,0,103.02,13.7250214345732,26.3000011444092,5516523008,14869579.5555556,-2.11791382895576,6.64321796099345,4.57425118194503e-05,298.643937852648,299.818457709418,6,2011,11.635
0,1,0,103.04,35.796474113414,26.3000011444092,5524139008,14617530,-2.42880063586765,6.98655634456211,3.70506068012825e-05,297.637295193142,299.480305989583,7,2011,11.5
0,1,0,102.9,9.74312730580635,27.5,5471600640,17871340.8888889,-2.97516499625312,6.90881776809692,2.69557978511633e-05,297.75872124566,300.787672254774,8,2011,14.05
0,1,0,102.61,0.699681520352392,28.3000011444092,5363401216,21297539.1111111,-3.0093445248074,6.93552184104919,1.71136858083779e-05,297.902947319878,301.718299018012,9,2011,15.515
0,1,0,102.29,76.5546047323625,29,5245622272,19717582.6666667,-3.21808762020535,6.13253368271722,0.000290749671767496,298.860568576389,301.551795111762,10,2011,15.88
0,1,0,102.04,36.1412070275239,28.7000007629395,5154267136,19274946.6666667,-3.4968253771464,6.21095061302185,1.31533138827914e-05,299.104966905382,301.965223524306,11,2011,15.205
0,1,0,101.76,13.2683396800015,29.5,5053817344,19785130.6666667,-3.48853431807624,6.2808899084727,9.24522424649391e-06,299.032616509332,302.071282280816,12,2011,17.385
0,1,0,101.41,89.0579147065507,28.7000007629395,4929347584,18467272.2222222,-3.04606207211812,5.87795458899604,6.69821298545988e-05,299.432963053385,301.480892605252,1,2012,18.43
0,1,0,101.16,160.597926620386,28,4841892352,18516286,-2.46072403589884,5.77215544382731,0.000313871446381503,299.536685519748,300.520226372613,2,2012,17.26
0,1,0,101.14,131.072722785129,27.8999996185303,4834894336,19363540.8888889,-2.16878826088376,5.2546046310001,1.58458438469703e-05,300.183258056641,301.479566786024,3,2012,16.42
0,1,0,101.11,44.6369601062362,28,4824400384,18651772.8888889,-2.45000767707825,5.05267063776652,7.62012109817078e-06,300.283996582031,302.520060221354,4,2012,16.1
0,1,0,100.95,13.373873118271,27.5,4768822784,17509930.4444444,-3.00720122125414,6.22476898299323,5.48526726940205e-06,299.225006103516,302.301666259766,5,2012,15.46
0,1,0,100.63,13.6480481688661,26.8999996185303,4659408896,15407173.4444444,-2.79733006159465,6.62490640746223,4.30456239882915e-06,298.67823961046,301.665649414062,6,2012,13.28
0,1,0,100.31,1.02344260016028,27.1000003814697,4551502848,16717049.1111111,-3.31312465667725,7.03106315930684,2.08692853827112e-06,297.326422797309,301.424258761936,7,2012,13.44
0,1,0,99.94,0.109816800357133,27.8999996185303,4428410880,19993301.7777778,-3.04685168796115,7.015888399548,1.40290394294122e-06,296.731160481771,301.800042046441,8,2012,15.18
